-57.03,-2.75,1008.33
-51.12,0.06,1006.07
-51.97,-2.26,1007.96
-51.91,0.55,1009.06
-52.09,-0.3,1007.66
-55.88,-1.95,1007.72
-51.18,-2.01,1003.82
-51.61,-2.26,1005.65
-54.29,-0.06,1007.84
-52.16,-0.79,1009.67
-51.67,-1.59,1006.07
-57.16,-1.46,1007.11
-53.62,-0.61,1006.87
-52.22,-0.06,1006.26
-52.58,-4.64,1006.68
-52.03,-1.59,1005.34
-55.51,-0.92,1006.74
-50.51,-5.67,1006.74
-52.77,-4.33,1006.38
-52.77,-3.05,1006.8
-50.75,-3.05,1009.06
-53.31,0.49,1003.69
-52.95,-0.43,1007.78
-52.46,1.28,1006.68
-50.51,-1.46,1004.3
-51.91,-0.67,1008.57
-52.16,-1.52,1008.94
-52.52,-1.89,1009.55
-50.45,-1.59,1011.5
-47.95,-3.35,1006.8
-51.73,-1.83,1007.29
-53.5,-3.9,1008.09
-51.61,-3.54,1008.27
-52.58,-3.11,1004.24
-54.35,-1.46,1005.4
-54.59,-0.61,1005.34
-54.96,1.52,1005.4
-57.52,-3.05,1003.45
-49.53,-0.37,1006.13
-51.79,-2.38,1004.98
-51.73,-0.55,1006.01
-56.24,-2.2,1006.32
-56.36,-1.4,1006.74
-55.27,-1.65,1007.05
-54.84,-0.85,1007.6
-51.06,2.01,1005.04
-52.03,-2.01,1007.48
-54.53,-1.04,1005.83
-51.06,0.43,1007.72
-51.06,-0.79,1007.72
-53.62,-2.38,1007.11
-51.61,-4.88,1007.48
-52.22,-0.06,1009.31
-49.1,-0.92,1008.88
-51.48,0.43,1009.37
-51.97,-3.23,1008.94
-50.39,-1.95,1007.23
-54.78,-1.34,1007.72
-52.89,-0.98,1005.4
-54.05,-2.01,1006.68
-53.25,-3.48,1006.8
-51.36,-3.72,1004.55
-51.79,-1.71,1004.91
-51,-4.33,1005.65
-52.52,-2.44,1010.34
-53.13,-2.56,1005.1
-51.97,-1.95,1006.8
-54.78,-0.24,1004.24
-52.64,-1.95,1006.8
-51.67,-3.35,1005.95
-52.77,-2.81,1006.44
-56.36,-4.45,1008.76
-54.47,-3.42,1005.34
-53.5,-2.44,1006.5
-54.66,-0.24,1008.39
-51.55,-3.54,1004.91
-54.53,0.06,1006.44
-54.41,-4.45,1006.26
-52.16,-0.67,1005.1
-51.24,0.18,1006.44
-49.96,0.06,1007.84
-54.59,-0.61,1005.83
-50.32,-1.77,1011.01
-53.86,2.32,1006.62
-52.64,-1.83,1005.77
-51.48,-0.18,1007.54
-52.46,-1.04,1005.71
-50.69,-0.67,1005.95
-54.59,-4.45,1007.23
-47.76,0.67,1003.75
-51.06,1.89,1006.5
-52.77,-0.79,1005.83
-53.68,-3.78,1004.67
-56.67,-1.16,1008.94
-51.79,-2.99,1005.58
-51.36,-0.98,1004.3
-53.5,-1.95,1003.88
-55.2,-2.68,1003.45
-50.63,-1.59,1005.52
-53.07,-4.88,1005.95
-50.39,0.98,1006.93
-52.77,-2.2,1008.33
-54.35,-0.37,1007.9
-51.18,-0.85,1008.76
-51,0.24,1004.98
-52.89,-2.93,1008.94
-50.81,0.12,1005.77
-50.45,-0.43,1006.68
-52.34,-1.1,1009.92
-53.5,0,1006.74
-52.28,-1.46,1005.77
-50.57,-3.17,1005.22
-51.97,-2.99,1004.49
-53.62,-1.71,1005.89
-51.91,-2.26,1007.41
-53.44,-2.26,1004.49
-51.48,-3.05,1006.68
-55.45,-1.34,1007.29
-51.42,0.61,1006.5
-54.05,-1.71,1007.29
-54.11,0.43,1006.74
-50.87,-4.15,1006.5
-53.68,-2.38,1008.27
-49.84,-2.13,1006.07
-55.02,-1.1,1005.89
-53.07,-3.05,1006.5
-54.84,0.61,1006.44
-53.07,2.13,1008.15
-52.64,-3.48,1007.6
-54.35,-3.23,1006.07
-51.73,-0.37,1007.72
-51.91,-1.28,1007.66
-53.19,1.1,1006.01
-53.86,-1.77,1007.96
-50.57,0.37,1004.18
-53.01,-4.15,1006.74
-51.42,-2.26,1005.4
-53.74,-0.61,1009.37
-53.68,1.04,1004.98
-53.25,-3.6,1006.56
-55.02,0.24,1006.38
-51.24,0.61,1006.44
-55.02,0.37,1004.3
-50.69,-2.38,1009.06
-54.23,-3.17,1007.6
-51.79,-0.37,1005.46
-51.79,-1.71,1003.51
-54.84,-2.38,1006.93
-52.03,-2.38,1008.15
-53.25,-2.32,1007.23
-51.36,-2.38,1005.71
-53.31,-1.59,1002.41
-54.96,-1.22,1008.27
-52.09,0.3,1005.28
-52.58,-1.83,1006.01
-50.81,0,1006.38
-52.28,-1.95,1007.96
-53.38,-2.87,1006.5
-54.53,-4.15,1008.57
-53.01,-1.34,1007.78
-54.11,-0.37,1006.38
-49.59,-2.68,1005.34
-52.64,-2.68,1004.06
-52.52,0.3,1007.17
-50.69,-3.6,1007.05
-55.63,-1.65,1006.99
-54.17,-2.62,1008.45
-54.05,-0.3,1008.15
-49.17,-1.95,1004.12
-51,1.65,1006.99
-54.59,-0.85,1006.26
-52.95,-1.83,1005.58
-52.95,-1.89,1005.52
-54.05,-3.29,1007.29
-52.46,-0.18,1005.34
-51.91,-2.81,1008.51
-53.8,0,1008.45
-51.67,0.12,1007.35
-54.53,-1.4,1005.83
-53.13,-2.81,1005.52
-51.42,-1.59,1006.68
-55.08,-1.52,1005.77
-50.94,-4.64,1006.68
-54.05,-1.4,1006.56
-50.26,-1.22,1007.54
-52.4,-0.12,1004.91
-51.3,-0.18,1008.09
-55.2,-4.58,1008.39
-53.74,-2.38,1006.19
-50.51,1.52,1004.98
-52.22,-0.49,1006.19
-52.89,-1.22,1007.84
-52.58,-2.56,1008.45
-53.62,-0.55,1007.66
-52.83,-4.51,1005.52
-51.18,-4.03,1008.94
-53.38,-1.04,1005.16
-54.17,-1.52,1006.19
-54.84,-1.52,1006.07
-52.95,-2.62,1007.29
-55.02,-1.16,1007.35
-50.69,-0.06,1011.56
-53.07,-3.11,1006.56
-54.47,-1.28,1004.55
-54.72,-1.71,1008.94
-53.98,-2.99,1005.71
-49.29,-1.16,1008.21
-50.69,0.61,1007.35
-53.19,-2.75,1007.72
-53.5,-2.81,1008.76
-50.94,-3.48,1004.91
-52.16,-2.68,1007.23
-52.16,-3.6,1005.16
-56.55,-4.15,1008.09
-51.06,-2.13,1006.68
-55.88,-4.33,1006.32
-51.61,-1.16,1006.19
-52.77,-3.9,1006.32
-53.38,-0.98,1007.96
-52.03,-0.85,1008.88
-52.16,-2.38,1007.66
-54.17,-3.6,1005.95
-50.63,-0.67,1004.55
-54.11,-3.84,1006.93
-53.44,0,1008.82
-51.97,-1.04,1006.56
-54.66,-2.5,1006.38
-51.3,-2.26,1004.18
-51.06,1.1,1004.73
-50.57,-0.98,1006.07
-52.52,-0.85,1005.16
-50.81,-2.62,1007.48
-52.95,-0.18,1003.14
-53.38,-2.13,1005.77
-50.32,1.04,1007.41
-54.84,-3.54,1006.8
-54.11,-2.87,1009.49
-50.87,-0.43,1006.07
-54.11,-1.46,1008.88
-52.83,-3.17,1007.29
-51.97,-3.17,1006.07
-53.25,-1.83,1010.4
-48.56,-0.12,1008.51
-55.69,-2.32,1008.88
-53.31,-1.22,1008.15
-50.75,-2.62,1006.62
-53.98,-1.04,1009.12
-50.26,0.43,1007.29
-53.44,-3.84,1007.54
-50.69,-2.44,1007.23
-52.64,-2.5,1008.51
-53.38,-0.79,1003.33
-53.38,-0.3,1005.77
-54.11,-2.75,1008.02
-54.59,-3.23,1007.66
-54.23,-1.77,1005.58
-51.67,-1.59,1005.04
-52.7,-2.2,1008.27
-54.11,-1.22,1004
-53.07,-3.48,1004.85
-50.02,-0.49,1005.1
-50.75,-3.48,1007.41
-52.09,-2.5,1007.35
-55.88,-0.92,1004.37
-52.16,1.16,1007.35
-52.64,0.67,1006.87
-48.62,-0.24,1004.3
-54.17,-2.44,1007.48
-54.41,1.46,1005.65
-51.3,-0.73,1006.07
-50.63,-2.56,1004.37
-52.34,-3.96,1007.23
-54.96,-3.48,1007.05
-53.19,-2.2,1005.16
-52.77,-1.71,1006.44
-52.77,-3.05,1008.51
-51.97,-2.93,1004.43
-54.53,0.12,1007.6
-50.39,-1.52,1010.77
-55.45,-2.56,1007.54
-55.27,-1.16,1006.93
-55.33,-2.01,1006.56
-51.06,-2.13,1001.86
-52.22,-3.17,1006.38
-52.46,-2.93,1008.33
-48.8,-1.52,1004.98
-54.35,-0.92,1006.38
-51.91,0.43,1006.19
-54.41,-0.98,1007.54
-49.17,-3.05,1003.14
-55.33,-2.56,1006.56
-51.06,-3.11,1004.37
-51.48,-0.92,1008.45
-51.24,-0.49,1010.16
-51.42,-0.67,1002.84
-53.01,-2.5,1008.39
-52.46,-1.16,1004.91
-49.9,-3.96,1006.62
-53.62,-1.46,1007.9
-53.56,-1.16,1006.19
-50.39,-2.75,1006.56
-54.11,0.61,1006.32
-52.22,-1.52,1009.98
-51.79,-2.81,1009.73
-49.9,0.61,1004.98
-52.64,-0.98,1006.44
-48.19,-2.56,1006.32
-52.95,-1.89,1009.67
-53.19,-1.65,1006.87
-53.86,-0.61,1007.41
-53.07,0.49,1006.74
-55.02,-2.5,1005.52
-50.51,-0.43,1006.8
-52.7,-1.59,1006.01
-52.83,-1.34,1004.79
-50.39,-3.48,1006.62
-54.35,-0.3,1007.9
-55.02,-2.2,1005.71
-51.85,-2.13,1005.83
-53.5,-4.33,1009.31
-51.06,0.12,1007.29
-52.16,-0.98,1006.68
-52.03,-1.89,1007.35
-49.17,0.18,1006.5
-52.34,2.01,1007.35
-53.86,-2.56,1004.91
-51.79,-1.59,1007.11
-53.07,-2.13,1004.61
-53.62,-1.83,1007.41
-51.79,-1.22,1004.98
-52.22,-1.83,1007.11
-54.35,-0.79,1010.1
-52.46,-1.71,1005.77
-52.64,-1.52,1006.5
-53.25,-0.3,1006.87
-52.4,-3.6,1008.27
-51.97,-1.71,1007.41
-54.05,-0.49,1007.9
-53.56,-2.38,1006.93
-51.3,-2.01,1007.35
-51.97,-0.55,1005.4
-51.18,-1.28,1008.21
-51.61,-0.55,1006.5
-53.01,-1.59,1006.68
-50.26,-1.65,1006.93
-52.03,-2.5,1003.75
-50.26,0.73,1004.12
-57.83,-2.01,1007.72
-51,-1.34,1005.71
-56.49,-0.98,1008.15
-54.05,-3.78,1004.67
-55.51,-3.29,1005.28
-53.01,-2.56,1008.02
-55.39,-1.52,1004.24
-51.24,-0.79,1006.13
-53.56,-1.34,1006.8
-51.55,-2.93,1008.45
-52.28,-1.04,1007.05
-52.4,-1.89,1006.56
-52.58,-0.73,1007.72
-52.22,-2.13,1006.38
-53.44,-3.35,1006.44
-52.58,-1.1,1008.76
-51.61,0.79,1005.77
-53.74,-2.93,1005.83
-53.07,1.04,1006.01
-53.8,-3.11,1005.34
-49.9,-3.17,1004.18
-54.53,-3.23,1008.63
-54.78,-0.85,1006.87
-54.72,-3.11,1004.24
-51.97,-0.73,1003.94
-51.06,0,1004.73
-54.11,-2.62,1010.95
-53.74,-0.85,1006.44
-48.8,-2.87,1005.1
-51.73,-0.92,1004.49
-51.42,-4.21,1007.23
-54.9,-2.81,1005.95
-50.94,-0.37,1005.52
-54.41,-1.22,1006.99
-53.13,-2.01,1007.72
-54.29,-3.11,1006.44
-53.68,-1.65,1007.9
-53.68,0.18,1004
-48.49,-2.44,1005.89
-52.16,-1.4,1004.37
-52.28,-2.13,1008.94
-50.26,-1.22,1008.39
-50.63,-0.98,1004.73
-52.77,-3.23,1007.66
-52.95,-5.92,1003.21
-52.95,-2.93,1006.74
-53.86,0.24,1004.98
-52.7,-3.54,1005.52
-52.77,-4.64,1006.8
-53.01,-2.75,1005.89
-53.19,-1.95,1005.77
-51.73,-4.27,1005.1
-51.12,-2.38,1005.89
-52.4,-3.23,1010.47
-52.95,-1.52,1007.23
-51.97,-1.95,1004.3
-53.8,-2.01,1006.62
-53.25,-4.94,1003.33
-51.18,-0.37,1003.33
-53.92,0.67,1007.6
-51.79,-2.81,1008.63
-52.58,-2.26,1005.71
-50.81,-0.55,1006.62
-54.41,-4.15,1005.52
-53.01,-2.81,1006.93
-48.8,-2.38,1008.7
-53.56,0.3,1007.9
-50.87,-2.01,1008.51
-51.85,-0.3,1006.44
-53.38,-1.28,1004.24
-52.7,-1.28,1008.88
-50.2,-3.48,1007.17
-49.04,-1.1,1003.33
-53.13,-2.87,1006.38
-54.78,-0.55,1006.87
-50.81,-2.38,1006.8
-54.78,-2.87,1005.77
-50.87,-2.2,1002.29
-52.58,-4.45,1004.79
-52.16,-2.07,1006.19
-52.46,1.04,1005.58
-51.24,-2.38,1007.6
-51.48,-3.35,1008.57
-50.08,0.18,1007.23
-52.16,-3.05,1005.65
-54.23,-4.09,1006.44
-50.39,-1.59,1007.48
-54.29,-1.1,1004.18
-53.44,-1.1,1006.74
-54.41,-1.89,1008.02
-53.01,-0.24,1007.6
-52.28,-2.99,1008.02
-54.9,-3.48,1007.96
-55.14,-3.42,1008.33
-53.86,-1.34,1006.38
-51,-2.56,1006.8
-52.34,-0.73,1005.89
-54.29,-1.1,1005.77
-52.7,-0.49,1006.38
-52.16,0.73,1005.34
-50.08,-1.59,1007.72
-51.42,-2.07,1006.56
-52.34,1.46,1004.79
-51.61,-1.77,1008.88
-55.69,-1.1,1008.7
-54.78,-0.61,1007.9
-51.61,-1.4,1005.46
-52.89,0.55,1006.07
-52.09,-3.11,1010.89
-52.46,-2.01,1007.41
-51.61,-3.29,1007.35
-49.78,-0.92,1007.11
-50.32,-0.3,1008.15
-52.64,-2.93,1003.82
-50.14,-2.44,1004.85
-51.36,-0.55,1004.61
-56.24,-2.5,1006.74
-54.35,-1.28,1004.98
-53.5,-2.26,1008.88
-51.73,-1.83,1008.45
-52.28,-5.37,1007.41
-49.78,-2.87,1005.46
-51.91,-1.65,1005.65
-52.03,-0.61,1006.56
-54.35,-1.52,1009.31
-51.91,-2.01,1007.35
-52.46,-0.98,1009.31
-52.77,-3.9,1006.44
-55.94,-0.37,1005.4
-51.3,-1.46,1005.52
-53.74,-0.92,1008.15
-52.46,-1.52,1008.15
-52.7,-2.99,1006.32
-51.42,-0.98,1007.48
-50.87,-5.25,1008.57
-51.3,-0.18,1008.27
-51.42,-2.93,1007.29
-52.16,-0.55,1007.72
-52.4,-0.06,1005.34
-51,1.52,1006.99
-50.69,-0.85,1008.33
-52.52,0.79,1005.28
-49.71,-0.12,1003.63
-56,-1.04,1006.07
-51.3,-1.16,1009.67
-51.42,-2.93,1007.17
-52.58,-3.05,1005.1
-51.06,-2.01,1006.26
-51.48,-2.81,1009.86
-55.14,-4.27,1006.01
-51.61,-1.52,1007.9
-53.5,2.44,1008.63
-54.47,-0.98,1007.41
-49.9,-2.2,1009.25
-50.08,1.04,1005.1
-51.91,-1.89,1009.49
-49.71,-2.81,1006.13
-52.46,-2.75,1008.09
-45.45,-1.22,1009.12
-49.23,-1.52,1009.92
-59.96,-1.59,1006.13
-49.04,-3.29,1009.61
-53.19,-0.73,1008.88
-52.95,-2.56,1005.22
-52.46,1.4,1008.63
-54.29,1.52,1008.02
-50.08,-2.26,1007.41
-49.78,-1.52,1010.04
-55.39,0.3,1007.84
-51.73,-2.07,1006.93
-52.46,-2.38,1008.51
-56.3,-0.85,1006.07
-52.89,-2.62,1009.12
-54.9,0.37,1007.72
-52.16,-1.89,1007.9
-50.2,0.12,1007.66
-49.59,1.16,1006.26
-50.32,-2.13,1005.52
-52.22,-2.38,1005.95
-52.83,-1.71,1007.35
-52.7,-1.83,1009.67
-52.64,-2.93,1005.77
-51.55,-3.35,1004.3
-55.94,-0.79,1004.98
-51.12,-0.79,1005.46
-53.44,-0.49,1005.58
-53.8,-3.48,1008.76
-52.77,-1.46,1007.48
-51.79,-0.49,1009.31
-51.73,-0.92,1005.04
-53.56,-4.21,1004.91
-53.68,-1.22,1008.39
-54.53,-1.34,1006.93
-49.41,-3.05,1008.94
-53.44,-0.06,1007.05
-51.91,-1.28,1005.4
-50.87,-0.67,1003.21
-49.65,0.49,1005.16
-51.06,-1.22,1005.34
-53.5,-1.52,1005.71
-50.45,-2.87,1002.78
-50.87,-2.62,1004.37
-52.22,-1.95,1007.48
-52.52,-4.21,1006.87
-53.13,0.85,1006.68
-52.77,-3.11,1004.98
-53.25,-1.1,1008.21
-52.09,0.06,1001.92
-54.72,-0.73,1005.95
-54.78,-0.24,1003.82
-52.89,-0.61,1005.65
-53.31,-2.13,1008.76
-53.25,-4.58,1010.22
-51.3,-0.73,1003.63
-52.52,-4.7,1005.89
-50.57,-3.84,1006.93
-52.28,-2.93,1006.32
-50.94,-3.84,1009
-53.31,-3.66,1007.41
-52.09,-2.01,1010.22
-51.61,-1.4,1006.44
-51.18,-1.89,1007.54
-52.77,-1.71,1006.44
-51.79,-2.99,1007.54
-54.17,-3.17,1006.87
-52.7,-1.83,1005.65
-52.16,-1.89,1003.63
-54.35,-1.28,1005.04
-50.08,-1.28,1006.07
-52.64,2.62,1007.72
-52.22,-2.62,1007.6
-53.68,0,1007.11
-48.43,-1.28,1005.65
-52.89,-1.95,1004.55
-54.47,-5.25,1005.04
-50.45,0.37,1006.87
-54.05,-2.44,1006.07
-51.85,-1.52,1005.65
-50.57,-0.85,1004.55
-52.34,-0.43,1009.49
-50.63,-1.52,1006.26
-51.79,-1.77,1007.11
